"ID","Title"
167,"Traffic-related air pollution and perceived health risk: Lay assessment of an everyday hazard"
176,"Trust is in the air: pollution and Chinese citizens' attitudes towards local, regional and central levels of government"
150,"Understanding Behavioral Intention to Use of Air Quality Monitoring Solutions with Emphasis on Technology Readiness"
264,"Understanding Perceptions of Health Risk and Behavioral Responses to Air Pollution in the State of Utah (USA)"
242,"Unintended benefits: Leadership skills and behavioral change among guatemalan fieldworkers employed in a longitudinal household air pollution study"
183,"Unraveling the nexus: exploring the interplay of mass media, personality traits and social norms in fostering protective behavior against smog"
139,"Unveiling Spatial Patterns of Exposure and Risk Perception to Air Pollution: A Case Study in Chilean Patagonia"
179,"Urban Goods Movement and Air Quality Policy and Regulation Issues in European Cities"
144,"Urban air pollution in China: destination image and risk perceptions"
186,"Urban air quality in north-east England: Exploring the influences on local views and perceptions"
106,"Using the health beliefs model to explore children's attitudes and beliefs on air pollution"
298,"Verification of the Perception of the Local Community concerning Air Quality Using ADMS-Roads Modeling"
151,"Visitors' behavioural intention towards an episode of air pollution: a segmentation analysis"
201,"WILLINGNESS TO PAY FOR AIR QUALITY IMPROVEMENTS FROM USING ELECTRIC JEEPNEYS IN METRO MANILA"
192,"WILLINGNESS-TO-PAY FOR AIR-QUALITY - THE CASE OF OUTDOOR EXERCISE"
286,"What Predicts Korean Citizens' Mask-Wearing Behaviors? Health Beliefs and Protective Behaviors against Particulate Matter"
169,"What do we know about indoor air quality in school classrooms? A critical review of the literature"
215,"What is the role of activism in air pollution politics? Understanding policy change in Poland"
174,"When Do Governments Support Common Goods for Health? Four Cases on Surveillance, Traffic Congestion, Road Safety, and Air Pollution"
12,"When air quality matters: awareness, perception, and attitude of the residents in Metro Manila, Philippines"
256,"When narratives speak louder than numbers: the effects of narrative persuasion across the stages of behavioural change to reduce air pollution"
170,"When you breathe, your heart breaks: air pollution, environmental awareness, and political trust in China"
156,"Who is susceptible to perceive higher smog-induced health risk? Comparative analysis between physical and mental health dimensions"
307,"Willingness to Pay for Improved Air Quality and Influencing Factors among Manufacturing Workers in Nanchang, China"
306,"Willingness to Pay for Substituting Coal with Natural Gas-Based Combined Heat and Power in South Korea: A View from Air Pollutants Emissions Mitigation"
232,"Willingness to pay for better air quality in the face of industrial emissions pollution in Venezuela; [Disposición a pagar por mejor calidad de aire ante la contaminación por emisiones industriales en Venezuela]"
55,"Willingness to pay for environmental protection in China: Air pollution, perception, and government involvement"
335,"Willingness to pay for reducing the risk of premature mortality attributed to air pollution: a contingent valuation study for Greece"
162,"Willingness to pay to control PM2.5 pollution in Jing-Jin-Ji Region, China"
85,"Willingness to pay to improve air quality: A study of private owners in Klang Valley, Malaysia"
141,"Willingness to pay to reduce health risks related to air quality: evidence from a choice experiment survey in Beijing"
204,"Willingness-to-pay for a Haze Adaptation Program and a Haze Eradication Program in Singapore: The 2015 Transboundary Haze"
97,"Would it be better to not talk about climate change? The impact of climate change and air pollution frames on support for regulating power plant emissions"
107,"Young people's behaviour intentions towards reducing PM2.5 in China: Extending the theory of planned behaviour"
